Date,Open,High,Low,Close,Adj Close,Volume
2018-12-01,1631.689941,1649.199951,1379.010010,1472.140015,1472.140015,0
2019-01-01,1470.369995,1599.119995,1436.810059,1596.540039,1596.540039,0
2019-02-01,1596.569946,1666.930054,1586.310059,1649.219971,1649.219971,0
2019-03-01,1650.189941,1683.479980,1609.140015,1660.030029,1660.030029,0
2019-04-01,1672.709961,1738.560059,1672.709961,1734.709961,1734.709961,0
2019-05-01,1738.589966,1740.030029,1618.069946,1619.719971,1619.719971,0
2019-06-01,1620.020020,1741.189941,1607.219971,1730.900024,1730.900024,0
2019-07-01,1743.530029,1780.810059,1738.369995,1754.650024,1754.650024,0
2019-08-01,1754.359985,1773.099976,1658.199951,1715.239990,1715.239990,0
2019-09-01,1714.479980,1773.099976,1695.189941,1742.699951,1742.699951,0
2019-10-01,1743.140015,1786.250000,1672.609985,1778.199951,1778.199951,0
2019-11-01,1784.349976,1850.459961,1784.349976,1842.050049,1842.050049,0
2019-12-01,1842.989990,1903.050049,1800.890015,1892.250000,1892.250000,0
2020-01-01,1898.469971,1954.670044,1882.020020,1888.030029,1888.030029,0
2020-02-01,1893.729980,1988.760010,1674.660034,1730.310059,1730.310059,0
2020-03-01,1731.079956,1831.390015,1259.729980,1489.569946,1489.569946,0
2020-04-01,1464.520020,1713.920044,1407.630005,1684.949951,1684.949951,0
2020-05-01,1654.739990,1786.989990,1596.089966,1771.369995,1771.369995,0
2020-06-01,1770.579956,1889.829956,1736.640015,1809.250000,1809.250000,0
2020-07-01,1810.869995,1917.239990,1809.020020,1909.890015,1909.890015,0
2020-08-01,1917.739990,2053.370117,1917.739990,2045.010010,2045.010010,0
2020-09-01,2045.400024,2093.510010,1875.060059,1968.089966,1968.089966,10648500
2020-10-01,1969.369995,2085.610107,1921.739990,1950.130005,1950.130005,0
